2019-09-19 23:10:48.448247,230,0.23
2019-09-19 23:10:48.449357,229.976,1.21
2019-09-19 23:10:48.450286,229.991,0.47
2019-09-19 23:10:49.096918,229.995,0.23
2019-09-19 23:10:50.095546,229.995,0.23
2019-09-19 23:10:51.099145,229.995,0.23
2019-09-19 23:10:52.102694,229.995,0.23
2019-09-19 23:10:53.102572,229.995,0.23
2019-09-19 23:10:54.104933,229.995,0.23
2019-09-19 23:10:55.104802,229.995,0.23
2019-09-19 23:10:56.108467,230.010,-0.51
2019-09-19 23:10:57.107149,229.995,0.23
2019-09-19 23:10:58.110966,229.995,0.23
2019-09-19 23:10:59.110708,229.995,0.23
2019-09-19 23:11:00.114255,229.995,0.23
2019-09-19 23:11:01.114059,229.995,0.23
2019-09-19 23:11:02.116419,229.995,0.23
2019-09-19 23:11:03.120090,229.995,0.23
2019-09-19 23:11:04.120233,229.995,0.23
2019-09-19 23:11:05.122695,229.971,1.45
2019-09-19 23:11:06.122568,229.986,0.72
2019-09-19 23:11:07.126171,229.995,0.23
2019-09-19 23:11:08.124859,230.000,-0.02
2019-09-19 23:11:09.128536,230.000,-0.02
2019-09-19 23:11:10.128345,229.995,0.23
2019-09-19 23:11:11.131968,229.995,0.23
2019-09-19 23:11:12.130573,229.995,0.23
2019-09-19 23:11:13.134272,229.995,0.23
2019-09-19 23:11:14.137853,230.020,-0.99
2019-09-19 23:11:15.136847,230.010,-0.51
2019-09-19 23:11:16.140258,229.995,0.23
2019-09-19 23:11:17.140200,229.995,0.23
2019-09-19 23:11:18.143808,229.995,0.23
2019-09-19 23:11:19.142436,229.995,0.23
2019-09-19 23:11:20.146106,229.995,0.23
2019-09-19 23:11:21.145980,229.995,0.23
2019-09-19 23:11:22.149649,230.000,-0.02
2019-09-19 23:11:23.148215,229.976,1.21
2019-09-19 23:11:24.151812,229.986,0.72
2019-09-19 23:11:25.151688,229.995,0.23
2019-09-19 23:11:26.155367,229.995,0.23
2019-09-19 23:11:27.157711,229.995,0.23
2019-09-19 23:11:28.157590,229.995,0.23
2019-09-19 23:11:29.161195,229.995,0.23
2019-09-19 23:11:30.161073,229.995,0.23
2019-09-19 23:11:31.163618,229.995,0.23
2019-09-19 23:11:32.167326,230.015,-0.75
2019-09-19 23:11:33.167421,230.005,-0.26
2019-09-19 23:11:34.166102,229.995,0.23
2019-09-19 23:11:35.169701,229.995,0.23
2019-09-19 23:11:36.169574,229.995,0.23
2019-09-19 23:11:37.172060,229.995,0.23
2019-09-19 23:11:38.175608,229.995,0.23
2019-09-19 23:11:39.175482,229.995,0.23
2019-09-19 23:11:40.179084,229.995,0.23
2019-09-19 23:11:41.177712,229.976,1.21
2019-09-19 23:11:42.181470,229.991,0.47
2019-09-19 23:11:43.181508,229.995,0.23
2019-09-19 23:11:44.183869,229.995,0.23
2019-09-19 23:11:45.183744,229.995,0.23
2019-09-19 23:11:46.187464,229.995,0.23
2019-09-19 23:11:47.187353,229.995,0.23
2019-09-19 23:11:48.189759,229.995,0.23
2019-09-19 23:11:49.193372,229.995,0.23
2019-09-19 23:11:50.193249,229.995,0.23
2019-09-19 23:11:51.196891,229.995,0.23
2019-09-19 23:11:52.195540,230.015,-0.75
2019-09-19 23:11:53.199146,230.005,-0.26
2019-09-19 23:11:54.199025,229.995,0.23
2019-09-19 23:11:55.201372,229.991,0.47
2019-09-19 23:11:56.201251,229.995,0.23
2019-09-19 23:11:57.204856,229.995,0.23
2019-09-19 23:11:58.204738,229.995,0.23
2019-09-19 23:11:59.207081,229.995,0.23
2019-09-19 23:12:00.210757,229.995,0.23
2019-09-19 23:12:01.210764,229.995,0.23
2019-09-19 23:12:02.214366,229.995,0.23
2019-09-19 23:12:03.212999,229.976,1.21
2019-09-19 23:12:04.216722,229.986,0.72
2019-09-19 23:12:05.216668,229.995,0.23
2019-09-19 23:12:06.219016,229.995,0.23
2019-09-19 23:12:07.218901,229.995,0.23
2019-09-19 23:12:08.222687,230.000,-0.02
2019-09-19 23:12:09.222494,229.995,0.23
